hospital,admissions,avg_billing
"Gross and Dawson Woodard,",1,19310.66
"Suarez Dillon Martinez, and",1,38990.86
Huerta-Bullock,1,46066.67
"Hall Collins, Gay and",1,4152.43
Dunn-Lewis,1,19727.9
Williamson-Dunn,1,4862.75
Wheeler-Floyd,1,7305.24
Poole-Parker,1,28800.66
Nixon-Cantu,1,2743.61
Moore-Franco,1,11304.0
Montes-Evans,1,12150.47
Mccann-Smith,1,48225.8
Bridges-Anthony,1,3028.83
"Velazquez Schmidt and Douglas,",1,9000.22
"Walton and Strickland Yates,",1,32656.97
Fernandez-Parrish,1,12781.96
"Miller and Tate, Rubio",1,47683.12
Johnson-Buchanan,1,36313.56
"and Barrera Anderson, Dunn",1,5418.13
"Allen and Duncan Wright,",1,32530.97
"Brooks and Wilkinson Anderson,",1,22544.4
Inc Ortega,1,30266.89
"Phillips and Conrad Herrera,",1,21697.8
"Vaughn Perez and Gardner,",1,22803.34
Henson-Morris,1,40511.86
Weaver-Hernandez,1,37077.9
Bishop-Shaw,1,18721.14
Paul-Garza,1,8864.56
Lopez-Hughes,1,-857.13
"Davenport, Baker Robinson and",1,9847.65
Ford-Ryan,1,306.84
"Vargas Jackson, and Mcclain",1,49290.5
"Jimenez, and Soto Johnson",1,40714.63
Oconnell LLC,1,27458.38
"Rodriguez, Sellers Anderson and",1,49403.05
Murray-Coleman,1,16788.09
Solis-Colon,1,29431.24
Kane-Steele,1,42436.55
"and Bullock Jefferson, Ponce",1,21308.19
Jackson-Morgan,1,4647.07
"Moyer, and Fields Smith",1,48105.01
"Johnson Stone and Morris,",1,47638.49
Jones-Nicholson,1,43719.26
Group Mclean,1,15379.55
Chapman-Bryant,1,40796.78
Osborn-Brown,1,35438.98
"and Avila Johnson Wood,",1,22961.86
"Olson Quinn and Howard,",1,49432.85
Brooks-Murillo,1,41718.97
"and Snyder Ortiz Erickson,",1,45252.11
"Hicks, Knight Gonzalez and",1,9853.71
Bonilla-Oconnell,1,49276.35
"Martin, Hood and Miller",1,30248.39
Richardson-Nichols,1,1266.18
Stanley-Bryan,1,776.35
Rush Ltd,1,27122.9
Sons and Sanford,1,38432.8
Peters-Mclaughlin,1,21816.78
Jordan-Campbell,1,39231.23
Serrano-Munoz,1,34693.2
Lara-Mitchell,1,4554.54
Baldwin-Allen,1,28922.55
"Wallace, Garcia Jones and",1,48004.09
PLC Rose,1,13987.71
Evans-Huffman,1,33115.92
Huber-Gray,1,37408.32
"Escobar Parks and Brown,",1,27115.01
White-Jennings,1,43788.54
Hill-Robles,1,39834.31
"Knapp Holden, Clark and",1,1021.1
"and Fisher, Mullins Shea",1,15930.5
"West, and Parks Baker",1,32216.39
Ryan-Nguyen,1,25538.86
"and Kennedy Montgomery Horne,",1,4719.56
Freeman-Bray,1,42475.08
Wallace-Williams,1,40783.53
"Mosley, and Henderson Mcclain",1,4754.27
"Rangel and Santos, Wood",1,45699.9
"Gutierrez Valentine, and Harmon",1,30667.87
Obrien-Richards,1,29504.64
Wilson-Ray,1,9543.5
"Williams and Wyatt Mcclure,",1,34913.9
"Scott, Castillo and Martinez",1,1987.07
Camacho-Mckenzie,1,25022.27
Harris-George,1,39118.73
Carey-Jackson,1,15187.45
Stewart-Garcia,1,14746.4
"and Sanchez Hansen Black,",1,18470.98
Moore-Mcconnell,1,30377.23
Leblanc-Winters,1,8067.48
Tucker-Ball,1,47531.59
Brown-Knapp,1,47631.89
"Sheppard, Lopez and Williams",1,20465.12
Summers-Patel,1,30490.76
"Patterson Kim, Boyd and",1,42591.68
Johnson-Cordova,1,20399.87
Romero-King,1,14345.08
"Strickland and Smith Marquez,",1,17270.24
Andrews-Gross,1,22965.07
"Figueroa and Livingston Bowers,",1,5703.3
"Gonzalez and Larsen, Bell",1,5523.11
Barnes-Anderson,1,3844.65
"Lyons Evans, and Freeman",1,30025.35
Rocha-Rice,1,40155.1
LLC Greene,1,14917.47
"Cohen and Smith Lindsey,",1,22791.84
Holland-Dickerson,1,35999.73
Jones-Madden,1,18686.39
"Coleman Lynch and Kline,",1,5321.59
Hart-White,1,26422.64
"Kennedy and Ferguson Jacobs,",1,35164.84
Norman-Harmon,1,47881.69
"and Washington Chaney, Weaver",1,31728.01
"Mueller Peterson, Johnson and",1,45802.43
Cherry-Smith,1,31445.38
"Ashley, Taylor and Walker",1,11576.23
Sloan Inc,1,35049.06
Barker-Freeman,1,1034.45
Perkins-Wyatt,1,17324.74
"Rodriguez, Brooks and Smith",1,5524.11
"Cantrell Norris, and Terry",1,17142.94
"and Hammond Smith Ramirez,",1,19601.93
"and Henderson Choi Charles,",1,36406.58
"and Gray Rogers Flores,",1,24903.62
Rose-Sanders,1,33750.97
Norman-Schmidt,1,44879.41
Reynolds-Mills,1,2341.93
Shaffer PLC,1,6360.41
Barker-Hull,1,509.25
Gray-Howell,1,18472.86
Potts-Bernard,1,6753.5
Ruiz-Rivera,1,36514.54
"and Shaw Sanchez Johnson,",1,4473.99
Sheppard-James,1,32804.14
"Simmons Gallagher, Williamson and",1,8391.24
Paul-Mason,1,15429.45
"Humphrey, Bailey and Hart",1,13839.64
"Hall, Cameron and Hernandez",1,35894.37
Roberts-Reynolds,1,39464.09
Schaefer-Porter,1,12576.8
Miller-Avila,1,4561.66
Stevenson-Chen,1,38363.26
"Murphy, Reid Knox and",1,19176.26
Young-Myers,1,17002.3
Bowman-Young,1,36340.43
"Ortega, Taylor Berry and",1,44407.34
Gonzalez-Tucker,1,24098.16
Robinson-Stevens,1,18808.62
"and Williams Day, Tyler",1,13419.56
Rodriguez-Ali,1,23065.35
and Sons Payne,1,17968.49
"and Rush, Morales Turner",1,2297.09
Luna-Taylor,1,38742.58
"Christensen, Herrera Hawkins and",1,33094.75
Group Conley,1,46651.03
Spears-Drake,1,38255.65
Evans-Barber,1,5502.64
"Brown Fernandez and Fox,",1,17144.05
Rose-Thornton,1,21549.46
"Rich and Morris, Phillips",1,6985.22
Dunn-Taylor,1,39217.98
Mckenzie-Drake,1,4837.87
"Watson and Lee Hahn,",1,19986.37
Contreras Group,1,47612.33
"Green and Riddle, Powell",1,34345.12
Sons and Hooper,1,45545.82
Garcia-Valencia,1,13619.13
"and Smith Mccoy, Kline",1,18965.96
"and Miller Braun Benjamin,",1,44370.4
"Shelton, and Morris Green",1,8842.71
"Sanders and Anderson, Browning",1,16997.37
Miller-Rivas,1,23452.51
Watson-Johnson,1,25751.64
Fitzgerald-Johnson,1,44868.37
Flynn-Johnson,1,7636.82
Barker-Mitchell,1,-135.72
Harris-Dorsey,1,47907.04
Smith-Riley,1,40688.1
Kim-Morgan,1,29239.1
"and Santiago, Garcia Snyder",1,31671.87
"Williams, Jones and Mccall",1,8413.52
Griffin-Hill,1,8965.08
"Thompson and Rice Vasquez,",1,40481.03
Norton-Harris,1,43535.32
"Cuevas Alvarez Hernandez, and",1,45547.43
"Park, and Wolf White",1,39656.49
Crawford-Sweeney,1,6379.22
Ward-Bowman,1,12266.76
"and Smith, Day Barnett",1,16639.03
Hill-Smith,1,18745.64
"Garcia and Anderson, Bailey",1,25807.5
"Hernandez Dean, Phillips and",1,1519.98
"Anderson, and Lyons Hart",1,12471.58
Ayala-Boone,1,49197.34
Guerrero-Ibarra,1,7643.79
King-Fernandez,1,23031.14
"Williams Maynard, Reed and",1,21887.08
"Ramirez Clay and Jones,",1,23745.88
"Gray, and Jones Cox",1,41706.28
Gonzalez-Ewing,1,32596.78
Esparza-Ruiz,1,29021.2
"Holt Lopez, and Cantrell",1,24357.44
Sons Hamilton and,1,33726.84
"Parker, Thomas Wong and",1,48113.05
"Russell and Fitzgerald, Berger",1,13286.71
Davis-Warren,1,7453.25
Parker-Lopez,1,13464.07
"and Rodriguez Hernandez, Gibson",1,44664.33
"Lyons, and Campbell Kerr",1,39282.37
Wolf-Benson,1,22432.96
Porter-Nicholson,1,48408.91
Trujillo-Cooper,1,36985.52
Maddox Ltd,1,21749.33
"Garza, Williams Walker and",1,5212.3
"Carroll, and Schwartz Hill",1,9655.62
"Lee Matthews Davis, and",1,42894.5
Brown-Barnett,1,25390.28
"Harris, Cruz and George",1,31324.12
"Gomez and Gonzales, Patel",1,47814.39
Walker-Green,1,45532.77
Davis-Farrell,1,11739.89
"Reynolds Salazar, and Adkins",1,30782.04
French-Martinez,1,34966.81
"Huffman and Moss, Young",1,6221.45
"Hart Conrad, and Tanner",1,24311.01
"and Campbell Sherman, Torres",1,4532.62
Waters-Johnson,1,3322.82
"and Miller Brown, Cannon",1,24309.77
"Potter, and West Randall",1,14700.33
Garcia-Casey,1,35909.43
"Wallace Sawyer and Rivas,",1,47764.68
and Sons Eaton,1,38929.57
Thompson-Burns,1,45151.87
"Davis and Lawrence Davis,",1,5853.99
Kelly-Griffith,1,936.76
Wyatt-Burgess,1,32969.73
"Price, and Brown Carroll",1,8055.97
Clements-Bowman,1,-1277.65
"Lindsey, and Russell Choi",1,45150.53
Schroeder Group,1,45769.29
and Pope Sons,1,27193.11
"Castillo Jackson Roman, and",1,2642.95
Blair and Sons,1,39470.51
Robinson-Schroeder,1,6192.04
"and Clark Maddox Hamilton,",1,15586.75
Waters PLC,1,13024.75
Morgan-Hancock,1,12442.87
"Davis Burnett and Carlson,",1,46317.89
Thomas-Carlson,1,4485.69
English Sons and,1,48286.45
Leon-Clark,1,42750.92
"Vang, and Flores Collins",1,49834.58
Price-Stuart,1,1666.48
Parrish-Benitez,1,31237.46
Ramirez-Lutz,1,29784.84
"Long Webb and Martinez,",1,44059.76
"Bates, and Jones Gutierrez",1,24071.14
"Ballard, and Avery Hickman",1,8946.71
Castillo-Herman,1,33292.36
"Wilkinson and Herman, Gonzalez",1,43075.28
"Thornton Bailey, Freeman and",1,33377.24
"Miller, Oneal Best and",1,39389.38
Juarez-Weiss,1,17722.96
Hernandez-Pearson,1,34251.22
Holland-Brown,1,49343.02
Brown-Young,1,40494.09
Escobar-Briggs,1,29345.88
"Garcia Obrien, Casey and",1,17860.21
"Nelson Cisneros Stark, and",1,33210.76
Scott-Cabrera,1,41660.41
Parker-Newton,1,29793.31
Walters-Lopez,1,2764.54
Preston PLC,1,6380.38
Ali Sons and,1,19008.85
Kim and Sons,1,29977.91
"Richmond and Garcia, Choi",1,11296.84
"Anderson Keller Lewis, and",1,8335.45
Ltd Grimes,1,27285.14
"and Collins Raymond Rivera,",1,32223.11
"Garcia Rhodes and Riggs,",1,22551.4
Harrison-Finley,1,17769.66
Price-Anderson,1,16133.96
Hendricks-Pennington,1,27388.25
"Murphy Kim, Glover and",1,48656.02
Sutton-Bailey,1,6761.62
Jordan-Stone,1,47544.32
"Clark Rasmussen, Nelson and",1,24659.44
Allen-Mcguire,1,20855.9
"and Walter Jackson Kelly,",1,49021.27
Smith-Rojas,1,43912.28
Gates-Stewart,1,19285.46
Landry Inc,1,51147.06
"and Mason, Conway Scott",1,31369.23
"Brown Smith, and Oconnor",1,40230.43
Fry-Howard,1,13492.88
"Wilcox, and Casey Henry",1,46674.68
Calhoun-Romero,1,3942.76
Nelson-Pearson,1,11536.56
"Phillips and Webster Zavala,",1,27829.53
"Evans Mendez Mitchell, and",1,2730.44
Smith-Fisher,1,47237.52
"Miller, and Gutierrez Mcmahon",1,7844.88
"and Carpenter Campbell, Smith",1,22013.75
Ingram-Jackson,1,30101.09
King-Greer,1,42210.06
"Brooks, Murphy and Bowman",1,47795.81
"and Hancock Hill, Smith",1,19612.78
Jackson-Whitney,1,30077.2
"Hess and Hamilton Allison,",1,18748.85
"Martin, Hayes and Walker",1,37686.88
Valdez-Travis,1,6567.9
Rogers-Morgan,1,3288.4
Sons Richard and,1,32594.53
Pena Ltd,1,4550.74
Cook-Patel,1,31499.0
"King James and Klein,",1,41661.2
Flores-Powell,1,41899.12
"Dixon and Brown Jones,",1,7186.48
Ltd Mann,1,12374.39
"Allen, and Velasquez Wilcox",1,10986.84
"Thompson, and Warren Murray",1,14760.57
Williams-Franklin,1,11377.09
Group Frederick,1,20510.02
"and Robinson Roth Evans,",1,23867.39
Greer-Williams,1,829.71
"and Baldwin Lopez, Stewart",1,42425.93
Soto-Lozano,1,36337.17
Smith-Ross,1,4129.87
Alexander-Sanchez,1,45713.64
"Schmidt, Lewis Miller and",1,45015.53
Gray-Carroll,1,26421.1
"Morse, Fuentes and Freeman",1,23594.37
Mitchell-Williams,1,9116.0
Deleon Ltd,1,21684.03
Hunter-Russell,1,38113.73
Rogers-Oconnell,1,23678.74
"Travis and Warren, Johnson",1,6005.04
Young-Wilson,1,6863.22
"Walker, and Daniel Barker",1,30961.52
"Morris, and Jones Lopez",1,5489.78
"Martinez Rose, Hatfield and",1,19508.13
Hardy Sons and,1,2236.82
"Carlson Santana, Atkins and",1,14683.16
Cantu-Atkinson,1,19371.96
"Ayers, Davis Parker and",1,20598.4
Hill-Sanchez,1,20371.1
"Rodriguez, Juarez Gonzalez and",1,6924.78
"Hart, and Bennett Carroll",1,47641.28
Ltd Bishop,1,4626.85
Avery-Orozco,1,34904.55
"Martinez Freeman Cook, and",1,16430.97
Morales-Hendricks,1,46644.32
Gross-Bailey,1,21016.55
"Brock, and Thomas Shaw",1,17378.15
"Stevens and Howe, Baker",1,46823.49
Rose-Gibson,1,24715.62
David-Duncan,1,10585.22
Henry-Johnson,1,30472.81
and Hall Sons,1,45391.5
"Lee Chambers and Murphy,",1,1462.9
Watkins-Smith,1,12642.32
"Lane and Lee Nguyen,",1,28576.21
"Pierce, Simpson Pollard and",1,37405.29
Miller-Rojas,1,45684.51
"Riley, Garcia and Wright",1,16598.38
"Taylor and Ashley, Bishop",1,31676.32
"Moss and Williamson, Smith",1,27050.27
"Gilbert and Miller Moore,",1,32787.75
"Boone Krueger Dudley, and",1,38421.99
"Baker Rollins, Taylor and",1,40282.98
"and Scott, Rodriguez Nguyen",1,33888.25
Frye-Johnson,1,3712.74
"Dawson, Wolf Hanson and",1,24112.34
Anderson-Cooper,1,34322.67
Moore-Fisher,1,32081.68
Brown-Caldwell,1,40321.04
Edwards-Lewis,1,30792.27
Moody-White,1,15118.77
Gillespie-Zimmerman,1,1645.4
Harris-Rodriguez,1,4122.01
"Bowman, Lewis Brown and",1,24011.11
Jensen-Maldonado,1,31357.34
"Turner Vega and Reeves,",1,14100.63
Elliott-Jordan,1,13615.81
"Ramos and Watkins, Brown",1,45098.55
"Francis, Riley and Barnes",1,41685.35
Boyd Sons and,1,3292.67
PLC Newton,1,13942.05
Shelton-Johnson,1,31340.22
Gould Group,1,19099.41
Little-Potter,1,47594.19
Goodman Group,1,34303.81
Woods-Hines,1,43822.41
Velez-Hall,1,49086.29
Jenkins-Ray,1,20045.43
Flowers Group,1,38950.05
"and Richardson Lang, Harper",1,25141.48
Patton-Clark,1,19517.46
Perez-Shields,1,1066.55
Powell-Hughes,1,13449.35
"Johnson Garcia, and Anthony",1,44355.2
"Edwards, Fry and Lopez",1,15579.67
"Foley Nelson, and Thompson",1,49553.14
Andrade-Stone,1,40495.81
Romero-Sanchez,1,41535.52
"and Friedman, Nichols Lewis",1,37838.48
Gillespie-Scott,1,16679.49
Winters-Middleton,1,39038.25
Ray-Michael,1,11568.8
Robles-Fisher,1,37084.99
Williams-Duran,1,19520.02
"Gutierrez Garcia and Garcia,",1,33471.86
Underwood-Harding,1,19062.84
Allison PLC,1,15593.0
"Jenkins, Brown Phillips and",1,40307.03
"Jackson, and Martin Wright",1,41267.74
Huff-Davis,1,29988.04
Lindsey Group,1,38413.29
Jones-Roberson,1,35041.71
"and Johnson, Anderson Garcia",1,29274.3
"King, Meyer Brown and",1,26670.75
Lloyd-Sullivan,1,10612.27
Hurst-White,1,20544.66
Sons Peck and,1,13537.91
Velez-Klein,1,1115.8
"Hanna and Moore, Weiss",1,26297.86
"Garcia Stone, and Gallegos",1,10419.44
"Fritz Hebert and Sosa,",1,10142.2
"and Wilson, Wright Moore",1,19369.83
"and Mitchell Snyder Miller,",1,46415.06
LLC Prince,1,21795.76
King-Vega,1,7897.68
Price-Robinson,1,46735.92
"and Mendoza Mathews, Holloway",1,44640.43
"and Mcdonald Bridges, Turner",1,26959.84
"Hanna Sanders, and Reed",1,10512.68
"White, Brock and Gallagher",1,30630.32
Stewart-Lane,1,7106.88
"Hanson, and Buchanan Davis",1,37480.75
Cook-Miller,1,28799.13
Herrera-Rivera,1,38412.8
"Bowers, Johnson and Yates",1,9010.95
Payne-Miller,1,19716.11
"Hendricks, Randolph and Buchanan",1,42368.84
Webb-Richardson,1,10823.93
"Jones, and Lee Myers",1,39092.78
"Kim, Frank Kramer and",1,36342.71
Everett PLC,1,20900.41
"Winters Mcfarland, Jimenez and",1,49138.36
"Young and Robinson Wilson,",1,46790.5
Olsen Group,1,27250.96
"Lewis Parrish Wolf, and",1,44589.73
Nelson-Hughes,1,22088.52
"Patterson, Fields and Smith",1,22784.95
Lamb-Ward,1,1701.59
Zavala-Baxter,1,40844.88
"and Taylor Morgan, Simpson",1,31953.74
Bailey-Duran,1,2964.3
"Clark, Harris and Rice",1,841.23
"Bailey and Jacobson Spence,",1,24030.68
"Garcia and Johnson Maxwell,",1,43595.7
Moore-Orr,1,27479.89
Lamb-Morrison,1,7620.73
Frederick Ltd,1,35758.98
Murray-Browning,1,9945.24
"Hudson and Montgomery Rose,",1,16444.01
"Butler, Butler Coleman and",1,39218.64
"Harris, Roberson and Hudson",1,43671.34
"Hardy and Crawford Green,",1,30844.9
Huerta-Cabrera,1,18665.21
"Wilson, and Boyd Hoover",1,37423.38
"Patterson, Long and Nolan",1,11197.78
"and Cole Green Moore,",1,21721.97
"Ward Jenkins, and Monroe",1,16843.03
Acevedo-Diaz,1,21431.17
"Anderson and Gibson Snyder,",1,23351.71
Watson-Davis,1,28467.9
"Wu and Mccormick Nichols,",1,14997.4
West-Stewart,1,9437.78
Johnson-Bates,1,13809.48
Price-Roberts,1,20336.43
"Scott Mitchell and Singh,",1,30379.85
Collins-Greene,1,32789.69
Evans-Clayton,1,43815.1
"Cruz Morrison, Harris and",1,48885.3
Williams-Burton,1,32006.99
"and Carroll Hartman, Huang",1,12647.02
Espinoza Inc,1,40789.99
Torres-Carroll,1,15534.01
Hebert-Manning,1,19163.6
"and Turner Morales Cole,",1,17331.98
"Campbell and Garcia Watson,",1,11330.77
"Hernandez, Lynch and Hardy",1,25411.08
Barber-Perry,1,23872.86
"Hall, Nunez Booth and",1,40487.71
Brock-Kim,1,15023.74
"Morales, Bullock and Soto",1,10682.7
Ramirez-Lambert,1,17919.68
"Rowe Reyes, Rodriguez and",1,23920.95
Hamilton-Cunningham,1,48538.58
Shea-Schroeder,1,236.05
Aguirre-Perkins,1,9004.86
"and Paul King Mora,",1,19699.87
"Bright Miller, and Saunders",1,41799.62
Lutz-Gonzales,1,28702.7
"and Estrada Harris Rogers,",1,21445.57
"and Church Anderson May,",1,29897.53
"Mcgee, Walker and Clark",1,34837.15
Walter-Cain,1,48574.75
"Ingram Bailey and Little,",1,24117.23
"Moore, and Sampson Willis",1,17736.7
Johnson-Anderson,1,42003.72
Taylor-Duke,1,41901.3
Henderson-Hall,1,25145.84
"Price Turner and Brown,",1,6362.05
"and Dean Benitez Drake,",1,34260.66
"Morris Howard, and David",1,3325.82
"Jenkins, Stephens and Patton",1,61.44
"Brown and Cook, Vincent",1,45144.58
Hall-Edwards,1,18638.39
Mitchell-Armstrong,1,45133.64
"Watts and Bass, Decker",1,18013.53
Clark-Underwood,1,22091.42
"Reed Ware Roman, and",1,41104.2
Wheeler-Shaw,1,8041.28
Lewis-Patton,1,25730.83
Coleman-Kim,1,10307.14
Porter-Barron,1,39322.1
Mills-Petersen,1,46186.16
Rodriguez-Morgan,1,23743.1
Massey-Mitchell,1,42863.08
Best-Ramsey,1,50658.53
"Acosta Weeks Yates, and",1,5036.83
Conner-Hayes,1,49188.65
"Lawrence and Valenzuela, Jones",1,49082.47
Lucas Group,1,24201.5
"Pitts and Wheeler, Crawford",1,43676.83
Hansen LLC,1,30506.04
Pierce-Sanchez,1,36896.48
Young-Mcclure,1,12404.92
"Rivera Choi, Brown and",1,49270.25
"Brown and Henry, Suarez",1,34443.99
Sons Collins and,1,13454.48
Banks-West,1,7210.8
"Ward Diaz, and Donaldson",1,19057.46
Spencer Group,1,17907.67
Berry-Adkins,1,40156.33
"Wells and Whitaker Mitchell,",1,10249.04
"Simon and Perkins, Smith",1,49501.4
"Martinez, Mcconnell Burgess and",1,40217.03
Ramirez-Tran,1,39884.38
"Carrillo Castillo, and Taylor",1,46470.09
Perez-Williams,1,14494.05
Lloyd and Sons,1,18505.23
Smith-Freeman,1,32966.21
"Snyder, and Keller Page",1,25157.37
"Sharp, Smith Evans and",1,48681.17
Martin-Owens,1,6318.0
"and Green Guerrero Wang,",1,34056.66
Washington-Martinez,1,19367.64
"Robinson and Lopez, Giles",1,9070.13
Rhodes Sons and,1,14852.51
"Hansen Smith Li, and",1,39563.26
"West, Jackson Barron and",1,12795.52
Graham-Ewing,1,24805.25
"Bautista, and Lam Velazquez",1,23412.35
Sons and Suarez,1,16320.05
Davis-Grant,1,45253.13
Colon Ltd,1,15538.47
Butler-Shields,1,13057.3
"Dixon Clark and Jimenez,",1,35850.44
Bernard-Robles,1,45296.65
Moore-Lee,1,29392.76
"and Lopez Phillips, Mason",1,36100.47
"Carlson Lewis, Miller and",1,42099.15
"Hunter, Kim Parker and",1,5149.27
Mercado-Duran,1,25953.85
"Cameron Hill and Beck,",1,17662.63
"Calderon Rivera and Fernandez,",1,37980.11
Hernandez-Stewart,1,37545.36
LLC Stanton,1,43953.85
"Smith Cox and Burnett,",1,3276.97
"Austin and Kennedy Murphy,",1,2089.37
"Nelson and Diaz, Moore",1,4499.39
"Allen and Wilson Rollins,",1,48564.86
"and Anderson Mendez, Ortiz",1,11702.7
"and Stout, Harrison Peterson",1,36608.29
"and Davis, Serrano Merritt",1,19217.75
"and Mccarty Mata Lewis,",1,16536.7
"Wright Morris, and Graves",1,37573.22
Mcdonald-Garner,1,3160.99
Castro-Chavez,1,9299.12
"Ramirez, and Marshall Reynolds",1,8069.09
"and Simpson Gonzalez Johnson,",1,29167.06
Hall-Rodriguez,1,9071.59
"and Richardson Curtis Moore,",1,8689.87
"Saunders and Arellano, Silva",1,7754.12
"and Turner, Williams Hall",1,42333.53
Boone-Elliott,1,23911.24
"Ruiz Mejia Tran, and",1,18156.57
Robbins Ltd,1,42268.89
LLC Serrano,1,22343.79
"Hernandez and Nichols Moore,",1,41099.31
Holland-Peters,1,19647.79
Jenkins-Wall,1,51174.6
Horton-Barnes,1,29757.44
"Johnston, and Lopez Anderson",1,36967.83
Adams-Chase,1,12786.12
Bishop-Hess,1,30049.12
"Hunt and Young Vasquez,",1,18222.88
Smith-Erickson,1,22804.95
Escobar-Ward,1,13160.59
Hunt-Malone,1,48755.72
"and Mitchell Scott Cruz,",1,21848.31
Anderson-Mckinney,1,21815.65
Esparza-Stewart,1,43262.84
"and Lopez, Moss Robles",1,49372.15
"and Atkins Barnes, Hall",1,24412.93
Yu Group,1,48879.65
Austin-Scott,1,19336.58
"Munoz, Ramirez and Morrow",1,11125.41
"Mcdaniel Anderson, Herrera and",1,45361.25
"and Giles, Wyatt Weaver",1,4089.18
Jones-Nunez,1,7809.19
Ward-Coleman,1,18414.09
Hines-Stewart,1,35941.63
Shea-Payne,1,45223.89
Frost-Bishop,1,41140.83
"Wagner, Kennedy and Velazquez",1,32750.21
"Green, Lopez Gonzalez and",1,41977.25
Stevenson-Ford,1,24158.27
"Johnson and Wilson Hall,",1,9763.42
Carter-Carney,1,17948.87
"Shepherd and Arnold Gonzalez,",1,33503.88
Davis-Richardson,1,41883.47
Swanson-Reed,1,42844.43
"Woods, Shelton and Vasquez",1,15577.55
Sons Willis and,1,47514.09
Browning-Jones,1,31325.18
"and Moore, Davis Olson",1,5471.28
"Richardson Higgins, and Brown",1,9471.57
Evans-Moore,1,26754.59
"Horn Gardner, and Leonard",1,44775.19
"and Merritt Lowe Martin,",1,24727.49
Contreras-Vasquez,1,39086.85
Parks-Delgado,1,36269.78
"Baker and Hamilton Bonilla,",1,32971.58
Ross-Nicholson,1,22089.91
Tapia-Crosby,1,13653.03
"Miles and Wood Livingston,",1,38997.9
"and Chen Garrett, Hodges",1,3375.98
Camacho-Walters,1,26130.23
"Kelley Smith, Berg and",1,37620.54
Adams-Hale,1,31203.13
Perez-Buchanan,1,23744.0
Inc Gardner,1,30515.74
"Barton Campbell Smith, and",1,45239.68
"Williams, Anderson Chapman and",1,4197.51
"Williams Reynolds and Rangel,",1,33379.55
"Morgan and Wilcox Barnett,",1,47839.77
LLC English,1,16520.92
Randall-Castaneda,1,44231.8
"and Allen Anderson, Rivera",1,23698.71
Martinez-Sellers,1,43550.08
Mejia-Beard,1,30043.79
Mills-Bryant,1,11829.92
"Mejia Austin, and Davis",1,4005.69
"and Cruz, Thompson Martinez",1,21265.31
"Johnson and Bruce Nelson,",1,48436.28
"and Zuniga Thompson, Blake",1,22067.43
Clark-Griffin,1,10715.17
Sanchez-Spencer,1,50204.73
"and Vincent, Taylor Stewart",1,5767.35
"Myers and Davis Daniel,",1,44818.31
"Olsen Edwards, and Williams",1,44175.61
"Cowan, James Rojas and",1,22532.05
"Lester, Robles and Jackson",1,5803.43
"Wolf Lewis, and Griffin",1,14656.71
Garcia-Carter,1,6627.79
Jones-Wiggins,1,33852.27
"Delgado Mitchell Rodriguez, and",1,11842.04
Ltd Franklin,1,36183.32
"and Parsons, Chandler Dalton",1,22217.19
Gallagher-Knight,1,16833.1
Garner-Rowland,1,26860.21
Avila-Reeves,1,28888.99
"and Lopez Stevens, Johnson",1,21234.65
Adams-Mitchell,1,22922.3
"Torres and Hardy, Wells",1,5305.71
"Daugherty Gutierrez, and Morgan",1,34276.57
Adams-Krause,1,51144.92
"and Woodard Martin Silva,",1,3634.53
"Morris, Smith Carter and",1,10618.87
Sons Lynch and,1,42778.49
"and Ball Ray, Hoffman",1,11377.34
"Kelly Green, Anderson and",1,45574.66
